Applicant ID,Gender,Married,Dependents,Education,Employment Type,Applicant Income,Co-applicant Income,Loan Amount,Loan Amount Term,Credit History,Property Area,Loan Status (Target)
LP002073,Male,Yes,0,Graduate,Salaried,2953,0,108,360,0.0,Urban,N
LP002074,Male,Yes,0,Graduate,Salaried,6040,0,90,360,1.0,Semi-Urban,Y
LP002075,Female,No,0,Graduate,Self-Employed,6344,0,101,360,1.0,Urban,Y
LP002076,Male,Yes,0,Graduate,Salaried,6181,0,291,360,1.0,Semi-Urban,Y
LP002077,Male,Yes,0,Not Graduate,Salaried,5720,0,121,360,0.0,Semi-Urban,N
LP002078,Male,Yes,0,Graduate,Salaried,2586,0,87,360,1.0,Semi-Urban,N
LP002079,Male,Yes,1,Graduate,Salaried,4171,4130,261,360,1.0,Urban,Y
LP002080,Female,Yes,2,Graduate,Self-Employed,5072,20185,193,360,1.0,Rural,Y
LP002081,Male,Yes,0,Graduate,Salaried,5975,0,183,180,0.0,Urban,N
LP002082,Male,Yes,0,Graduate,Salaried,4602,0,90,360,0.0,Urban,N
LP002083,Male,No,2,Graduate,Salaried,10194,0,211,360,1.0,Semi-Urban,Y
LP002084,Female,Yes,0,Graduate,Salaried,5395,2768,188,180,1.0,Rural,Y
LP002085,Female,Yes,0,Graduate,Salaried,6010,1399,148,360,1.0,Urban,Y
LP002086,Male,Yes,0,Graduate,Salaried,3352,0,50,360,1.0,Rural,Y
LP002087,Male,No,2,Graduate,Salaried,1715,0,138,240,0.0,Rural,N
LP002088,Male,Yes,0,Not Graduate,Self-Employed,5733,0,243,180,1.0,Semi-Urban,Y
LP002089,Female,Yes,0,Graduate,Salaried,16439,22976,153,360,1.0,Urban,Y
LP002090,Male,Yes,0,Graduate,Salaried,7660,1046,117,360,1.0,Rural,Y
LP002091,Female,Yes,1,Graduate,Salaried,2170,0,126,360,1.0,Semi-Urban,Y
LP002092,Male,Yes,2,Graduate,Salaried,11100,0,130,360,0.0,Urban,Y
LP002093,Male,No,0,Graduate,Salaried,3515,1349,92,360,1.0,Rural,Y
LP002094,Male,Yes,2,Graduate,Salaried,10043,1567,137,360,1.0,Semi-Urban,Y
LP002095,Male,Yes,0,Graduate,Self-Employed,3398,1335,226,180,1.0,Rural,Y
LP002096,Male,Yes,0,Not Graduate,Self-Employed,6997,0,219,360,1.0,Rural,Y
LP002097,Male,No,2,Graduate,Salaried,2926,0,94,360,1.0,Urban,Y
LP002098,Male,Yes,0,Graduate,Salaried,3001,0,216,360,0.0,Semi-Urban,N
LP002099,Male,Yes,0,Not Graduate,Salaried,1026,0,185,360,1.0,Semi-Urban,Y
LP002100,Male,Yes,0,Graduate,Salaried,8201,0,178,360,0.0,Semi-Urban,N
LP002101,Male,Yes,1,Graduate,Salaried,7116,0,165,360,1.0,Rural,Y
LP002102,Female,Yes,1,Not Graduate,Salaried,7528,0,84,360,0.0,Rural,Y
LP002103,Female,Yes,2,Graduate,Salaried,6472,0,115,360,1.0,Urban,Y
LP002104,Female,Yes,0,Graduate,Salaried,2293,1321,189,360,1.0,Semi-Urban,N
LP002105,Female,Yes,2,Graduate,Salaried,12911,3824,67,360,1.0,Semi-Urban,Y
LP002106,Male,Yes,0,Graduate,Salaried,13263,0,77,360,0.0,Rural,Y
LP002107,Male,Yes,0,Graduate,Salaried,2234,1038,158,360,1.0,Urban,Y
LP002108,Male,Yes,1,Not Graduate,Self-Employed,8367,1241,92,360,1.0,Rural,Y
LP002109,Male,No,0,Graduate,Self-Employed,11789,0,189,360,0.0,Urban,N
LP002110,Male,No,0,Graduate,Salaried,3071,0,94,360,1.0,Rural,Y
LP002111,Female,No,0,Not Graduate,Salaried,3655,0,154,180,1.0,Urban,Y
LP002112,Male,No,0,Graduate,Salaried,8384,9536,159,360,1.0,Urban,N
LP002113,Male,Yes,0,Graduate,Salaried,1085,0,111,360,1.0,Urban,N
LP002114,Male,No,0,Graduate,Salaried,1654,0,125,360,1.0,Rural,Y
LP002115,Male,Yes,0,Graduate,Salaried,1826,0,99,360,1.0,Urban,Y
LP002116,Male,Yes,0,Graduate,Salaried,815,0,138,360,1.0,Semi-Urban,N
LP002117,Male,Yes,1,Graduate,Salaried,14544,0,82,360,1.0,Semi-Urban,Y
LP002118,Female,Yes,0,Not Graduate,Salaried,673,2100,126,360,1.0,Semi-Urban,Y
LP002119,Male,No,0,Not Graduate,Self-Employed,6926,1277,184,360,1.0,Urban,Y
LP002120,Male,Yes,1,Not Graduate,Salaried,11066,0,71,360,1.0,Semi-Urban,Y
LP002121,Female,Yes,1,Not Graduate,Salaried,3664,0,110,360,1.0,Semi-Urban,Y
LP002122,Female,No,0,Graduate,Salaried,2519,0,171,360,1.0,Urban,Y
LP002123,Female,Yes,0,Graduate,Salaried,6203,0,50,360,0.0,Semi-Urban,Y
LP002124,Female,Yes,2,Not Graduate,Salaried,4923,0,251,360,0.0,Rural,Y
LP002125,Male,No,0,Graduate,Salaried,13406,0,202,360,1.0,Urban,Y
LP002126,Male,Yes,2,Not Graduate,Salaried,354,0,50,360,0.0,Urban,N
LP002127,Male,Yes,0,Graduate,Salaried,1961,0,50,360,0.0,Semi-Urban,N
LP002128,Male,Yes,0,Graduate,Salaried,8617,2084,141,360,1.0,Semi-Urban,Y
LP002129,Male,Yes,0,Graduate,Salaried,5169,0,72,360,1.0,Urban,N
LP002130,Male,No,0,Not Graduate,Salaried,10425,0,197,360,1.0,Rural,Y
LP002131,Male,Yes,2,Graduate,Salaried,6387,0,163,120,1.0,Rural,N
LP002132,Male,Yes,2,Graduate,Salaried,4295,2103,147,360,0.0,Semi-Urban,N
LP002133,Male,Yes,2,Graduate,Salaried,3632,1539,105,360,1.0,Urban,Y
LP002134,Male,Yes,2,Graduate,Salaried,50264,0,236,360,1.0,Semi-Urban,Y
LP002135,Male,No,1,Graduate,Salaried,22809,0,185,360,1.0,Rural,Y
LP002136,Male,Yes,1,Graduate,Self-Employed,8066,0,176,360,1.0,Rural,Y
LP002137,Female,Yes,1,Graduate,Self-Employed,5315,0,212,120,1.0,Urban,N
LP002138,Male,Yes,0,Graduate,Salaried,8418,1716,78,360,0.0,Urban,Y
LP002139,Male,No,0,Graduate,Self-Employed,11235,0,217,360,1.0,Rural,Y
LP002140,Male,No,0,Graduate,Salaried,7471,0,124,360,0.0,Urban,Y
LP002141,Female,Yes,2,Graduate,Self-Employed,2318,0,160,360,1.0,Urban,Y
LP002142,Male,Yes,1,Graduate,Salaried,29275,0,130,360,1.0,Rural,Y
LP002143,Male,Yes,1,Not Graduate,Salaried,6286,0,50,360,1.0,Urban,Y
LP002144,Male,No,0,Graduate,Salaried,36824,1732,197,360,0.0,Urban,Y
LP002145,Male,Yes,1,Graduate,Salaried,5926,1271,50,360,1.0,Rural,Y
LP002146,Female,No,2,Graduate,Salaried,3844,2079,82,360,1.0,Urban,N
LP002147,Male,Yes,0,Graduate,Self-Employed,19616,0,112,360,1.0,Urban,Y
LP002148,Male,No,2,Graduate,Salaried,6642,1517,50,360,0.0,Semi-Urban,Y
LP002149,Female,Yes,0,Graduate,Salaried,5616,0,73,120,1.0,Semi-Urban,Y
LP002150,Female,Yes,0,Graduate,Salaried,1479,0,154,360,1.0,Semi-Urban,N
LP002151,Male,Yes,2,Graduate,Salaried,9511,0,119,360,1.0,Urban,Y
LP002152,Female,Yes,0,Graduate,Salaried,3000,0,124,180,1.0,Urban,Y
LP002153,Male,No,0,Graduate,Salaried,3140,0,85,360,1.0,Rural,Y
LP002154,Male,No,0,Graduate,Salaried,3009,0,142,360,0.0,Urban,N
LP002155,Male,No,0,Graduate,Salaried,7623,3559,120,360,1.0,Rural,Y
LP002156,Male,Yes,0,Graduate,Salaried,1058,0,50,360,0.0,Semi-Urban,N
LP002157,Male,Yes,0,Not Graduate,Salaried,3980,0,127,360,1.0,Rural,Y
LP002158,Female,No,2,Graduate,Salaried,13098,0,65,360,1.0,Urban,N
LP002159,Female,Yes,0,Graduate,Self-Employed,1414,21868,193,240,0.0,Urban,Y
LP002160,Male,Yes,0,Graduate,Salaried,5842,0,116,360,1.0,Semi-Urban,N
LP002161,Female,Yes,2,Not Graduate,Salaried,2613,0,291,360,1.0,Urban,Y
LP002162,Male,Yes,2,Graduate,Salaried,3282,0,198,360,1.0,Urban,Y
LP002163,Male,Yes,1,Graduate,Salaried,25723,0,132,360,1.0,Urban,Y
LP002164,Male,Yes,0,Graduate,Salaried,943,0,174,360,1.0,Rural,Y
LP002165,Male,Yes,0,Not Graduate,Salaried,10568,0,50,360,1.0,Rural,Y
LP002166,Female,No,0,Not Graduate,Salaried,3047,0,197,360,1.0,Rural,Y
LP002167,Female,Yes,0,Not Graduate,Salaried,2899,0,90,360,1.0,Urban,Y
LP002168,Male,Yes,1,Graduate,Salaried,1617,0,145,360,1.0,Rural,Y
LP002169,Male,Yes,0,Graduate,Salaried,10445,0,96,180,0.0,Rural,Y
LP002170,Male,No,1,Graduate,Salaried,4058,0,102,360,1.0,Semi-Urban,Y
LP002171,Male,Yes,0,Graduate,Salaried,3577,20230,129,120,1.0,Urban,Y
LP002172,Female,Yes,0,Not Graduate,Salaried,5485,1248,144,360,1.0,Semi-Urban,Y
LP002173,Male,Yes,0,Graduate,Salaried,4145,0,138,360,1.0,Semi-Urban,Y
LP002174,Male,Yes,1,Graduate,Salaried,664,0,139,360,1.0,Semi-Urban,N
LP002175,Male,Yes,0,Graduate,Salaried,3008,0,50,240,1.0,Semi-Urban,Y
LP002176,Male,No,0,Graduate,Salaried,12033,1126,279,360,0.0,Urban,N
LP002177,Male,No,0,Graduate,Salaried,1089,0,153,360,0.0,Urban,N
LP002178,Male,Yes,0,Not Graduate,Salaried,1652,0,166,360,1.0,Semi-Urban,N
LP002179,Male,Yes,0,Graduate,Salaried,3207,0,119,360,1.0,Rural,Y
LP002180,Male,No,0,Graduate,Salaried,2378,0,87,360,1.0,Rural,Y
LP002181,Female,Yes,0,Graduate,Salaried,4779,0,149,360,1.0,Rural,Y
LP002182,Male,No,2,Graduate,Salaried,1647,0,157,360,1.0,Urban,Y
LP002183,Male,Yes,0,Graduate,Salaried,3334,0,218,360,1.0,Urban,Y
LP002184,Female,No,0,Graduate,Salaried,4684,2970,264,360,1.0,Semi-Urban,Y
LP002185,Male,No,0,Graduate,Salaried,9404,0,228,360,1.0,Semi-Urban,N
LP002186,Female,No,0,Graduate,Salaried,17065,1008,50,360,1.0,Semi-Urban,Y
LP002187,Male,No,0,Graduate,Salaried,3783,1267,112,360,1.0,Urban,Y
LP002188,Male,Yes,1,Graduate,Self-Employed,32469,0,160,360,1.0,Rural,Y
LP002189,Male,No,0,Not Graduate,Self-Employed,4089,0,115,360,1.0,Semi-Urban,Y
LP002190,Male,Yes,0,Not Graduate,Self-Employed,11258,2005,137,120,1.0,Semi-Urban,Y
LP002191,Male,Yes,0,Not Graduate,Salaried,33911,0,50,360,0.0,Semi-Urban,Y
LP002192,Male,No,0,Graduate,Salaried,5649,0,194,360,0.0,Urban,Y
LP002193,Male,No,0,Not Graduate,Salaried,1244,8603,50,360,1.0,Semi-Urban,Y
LP002194,Male,No,1,Not Graduate,Salaried,5382,1754,50,360,1.0,Urban,Y
LP002195,Male,Yes,0,Not Graduate,Salaried,2666,0,79,360,1.0,Semi-Urban,Y
LP002196,Female,No,0,Graduate,Salaried,3735,1423,134,360,1.0,Urban,Y
LP002197,Female,No,2,Graduate,Self-Employed,35774,0,50,180,1.0,Semi-Urban,Y
LP002198,Female,Yes,0,Not Graduate,Salaried,1446,1858,76,360,1.0,Urban,N
LP002199,Male,Yes,0,Graduate,Salaried,6637,0,208,360,1.0,Semi-Urban,Y
LP002200,Male,Yes,1,Graduate,Salaried,2043,0,133,360,1.0,Rural,Y
LP002201,Male,Yes,1,Not Graduate,Salaried,3613,0,166,360,1.0,Urban,Y
LP002202,Male,No,1,Graduate,Salaried,10351,0,65,360,1.0,Urban,Y
LP002203,Male,Yes,0,Graduate,Salaried,6755,0,136,180,1.0,Urban,Y
LP002204,Male,No,0,Graduate,Salaried,3924,3106,131,360,1.0,Semi-Urban,Y
LP002205,Male,No,0,Not Graduate,Salaried,2566,1173,92,360,1.0,Semi-Urban,Y
LP002206,Male,Yes,0,Graduate,Self-Employed,6741,0,136,360,1.0,Urban,Y
LP002207,Male,No,0,Graduate,Salaried,27110,0,50,360,1.0,Urban,Y
LP002208,Male,Yes,1,Graduate,Salaried,1995,0,166,360,1.0,Urban,N
LP002209,Male,No,0,Not Graduate,Salaried,33245,0,116,360,1.0,Urban,Y
LP002210,Female,Yes,0,Graduate,Self-Employed,16309,0,124,360,1.0,Rural,Y
LP002211,Male,No,0,Not Graduate,Salaried,19328,2907,191,360,1.0,Rural,Y
LP002212,Male,Yes,2,Not Graduate,Salaried,6690,0,165,360,1.0,Semi-Urban,Y
LP002213,Male,Yes,2,Graduate,Salaried,15853,0,120,360,1.0,Urban,Y
LP002214,Male,No,2,Graduate,Self-Employed,1792,0,73,360,1.0,Semi-Urban,Y
LP002215,Male,Yes,0,Graduate,Salaried,2519,46032,219,360,1.0,Urban,Y
LP002216,Male,Yes,0,Graduate,Salaried,10570,1004,59,360,1.0,Semi-Urban,Y
LP002217,Male,Yes,0,Graduate,Salaried,6606,2204,177,360,1.0,Semi-Urban,Y
LP002218,Male,No,1,Not Graduate,Salaried,4237,1276,50,240,1.0,Rural,Y
LP002219,Male,Yes,0,Not Graduate,Salaried,402,1412,195,180,1.0,Urban,Y
LP002220,Male,Yes,0,Graduate,Salaried,3179,0,200,180,1.0,Semi-Urban,Y
LP002221,Female,Yes,0,Graduate,Salaried,1519,0,50,360,0.0,Semi-Urban,N
LP002222,Male,Yes,0,Graduate,Self-Employed,8050,0,166,360,0.0,Urban,N
LP002223,Male,Yes,0,Graduate,Salaried,4059,0,161,180,1.0,Rural,Y
LP002224,Female,Yes,0,Graduate,Self-Employed,2622,0,182,360,1.0,Urban,Y
LP002225,Male,Yes,0,Not Graduate,Salaried,69072,0,161,360,1.0,Rural,Y
LP002226,Male,Yes,0,Not Graduate,Salaried,13879,0,82,120,0.0,Semi-Urban,Y
LP002227,Male,Yes,0,Graduate,Salaried,14127,1267,126,360,1.0,Urban,Y
LP002228,Male,No,1,Not Graduate,Salaried,44454,1652,239,360,1.0,Rural,Y
LP002229,Female,Yes,0,Graduate,Salaried,10962,0,73,360,1.0,Urban,Y
LP002230,Male,Yes,1,Graduate,Salaried,2273,0,159,360,1.0,Semi-Urban,N
LP002231,Female,No,0,Graduate,Salaried,2022,0,209,360,1.0,Urban,N
LP002232,Male,Yes,0,Graduate,Salaried,12898,0,80,360,1.0,Urban,Y
LP002233,Male,No,0,Not Graduate,Salaried,626,0,54,360,1.0,Urban,Y
LP002234,Male,Yes,2,Graduate,Salaried,4546,3083,64,360,1.0,Rural,Y
LP002235,Male,Yes,0,Graduate,Salaried,560,0,163,360,0.0,Rural,N
LP002236,Male,Yes,0,Graduate,Self-Employed,5425,0,63,360,1.0,Urban,Y
LP002237,Female,No,0,Graduate,Salaried,11545,1648,131,360,1.0,Semi-Urban,Y
LP002238,Male,No,0,Graduate,Salaried,6499,0,222,360,1.0,Urban,N
LP002239,Female,Yes,0,Graduate,Self-Employed,12557,0,136,360,1.0,Rural,Y
LP002240,Male,Yes,0,Graduate,Self-Employed,35060,0,93,360,1.0,Rural,Y
LP002241,Female,No,0,Graduate,Salaried,4257,4534,147,360,1.0,Semi-Urban,Y
LP002242,Male,Yes,0,Graduate,Salaried,81442,1451,135,360,0.0,Urban,Y
LP002243,Male,Yes,1,Graduate,Salaried,6079,0,167,360,1.0,Semi-Urban,Y
LP002244,Female,No,0,Graduate,Salaried,12697,24994,237,360,1.0,Semi-Urban,Y
LP002245,Male,No,0,Graduate,Salaried,2667,0,163,360,1.0,Urban,N
LP002246,Male,Yes,2,Not Graduate,Salaried,24817,0,262,120,1.0,Urban,N
LP002247,Male,No,0,Graduate,Salaried,13928,0,167,120,1.0,Semi-Urban,Y
LP002248,Male,No,0,Graduate,Salaried,21406,3914,93,360,1.0,Rural,Y
LP002249,Female,Yes,0,Graduate,Salaried,5190,0,277,360,1.0,Rural,Y
LP002250,Male,Yes,0,Graduate,Salaried,1400,5607,132,360,1.0,Rural,Y
LP002251,Male,Yes,0,Graduate,Salaried,7788,0,76,360,1.0,Semi-Urban,Y
LP002252,Male,No,2,Graduate,Salaried,900,0,279,360,0.0,Urban,N
LP002253,Male,No,0,Graduate,Salaried,3511,0,96,360,1.0,Urban,N
LP002254,Male,Yes,0,Graduate,Salaried,5949,0,93,360,1.0,Semi-Urban,Y
LP002255,Male,No,2,Graduate,Salaried,52956,0,106,360,1.0,Urban,Y
LP002256,Male,Yes,2,Graduate,Salaried,6758,1332,149,360,0.0,Rural,N
LP002257,Male,Yes,0,Graduate,Salaried,5650,3506,195,360,1.0,Semi-Urban,Y
LP002258,Male,Yes,1,Graduate,Salaried,4614,0,50,360,1.0,Rural,Y
LP002259,Male,Yes,0,Graduate,Salaried,1284,0,195,360,1.0,Rural,N
LP002260,Male,No,1,Graduate,Salaried,5355,0,106,120,1.0,Rural,Y
LP002261,Male,Yes,2,Graduate,Salaried,5447,0,115,360,1.0,Rural,Y
LP002262,Male,No,0,Graduate,Salaried,1865,0,242,360,1.0,Semi-Urban,Y
LP002263,Male,Yes,0,Graduate,Salaried,1500,0,152,120,1.0,Rural,N
LP002264,Male,Yes,0,Graduate,Salaried,3036,4078,166,180,1.0,Semi-Urban,Y
LP002265,Male,No,0,Not Graduate,Salaried,5244,2296,137,360,1.0,Rural,Y
LP002266,Male,Yes,0,Graduate,Self-Employed,3110,0,185,360,1.0,Semi-Urban,Y
LP002267,Male,Yes,1,Graduate,Salaried,1718,0,237,360,1.0,Semi-Urban,N
LP002268,Male,Yes,0,Graduate,Salaried,6563,0,50,360,1.0,Urban,Y
LP002269,Male,No,0,Graduate,Self-Employed,8424,0,205,120,1.0,Semi-Urban,Y
LP002270,Male,Yes,1,Graduate,Self-Employed,5548,0,232,360,1.0,Urban,N
LP002271,Male,Yes,0,Graduate,Salaried,2798,1300,170,360,1.0,Urban,Y
LP002272,Female,Yes,0,Graduate,Salaried,8909,0,99,360,1.0,Rural,Y
LP002273,Male,Yes,0,Graduate,Salaried,4062,0,70,360,1.0,Urban,Y
LP002274,Male,No,0,Graduate,Salaried,1496,0,281,360,1.0,Semi-Urban,N
LP002275,Male,Yes,0,Graduate,Salaried,13852,0,85,360,1.0,Semi-Urban,Y
LP002276,Male,Yes,1,Graduate,Salaried,6998,0,231,360,0.0,Urban,N
LP002277,Male,Yes,0,Graduate,Salaried,4362,0,163,360,1.0,Urban,Y
LP002278,Female,Yes,1,Graduate,Salaried,1021,1147,262,360,1.0,Urban,N
LP002279,Male,No,0,Graduate,Salaried,2333,3191,120,360,1.0,Semi-Urban,N
LP002280,Male,Yes,0,Graduate,Self-Employed,36996,0,50,360,1.0,Semi-Urban,Y
LP002281,Male,No,0,Graduate,Salaried,1087,0,140,360,1.0,Semi-Urban,N
LP002282,Male,Yes,0,Not Graduate,Salaried,3822,0,50,360,1.0,Semi-Urban,Y
LP002283,Male,Yes,2,Graduate,Salaried,4835,8243,300,360,1.0,Semi-Urban,Y
LP002284,Male,No,0,Graduate,Salaried,6771,0,177,360,1.0,Rural,Y
LP002285,Male,Yes,0,Not Graduate,Salaried,1099,1523,186,360,1.0,Semi-Urban,N
LP002286,Male,No,0,Graduate,Self-Employed,5849,2992,186,180,1.0,Urban,Y
LP002287,Male,No,1,Graduate,Self-Employed,910,0,98,360,1.0,Urban,N
LP002288,Male,Yes,0,Not Graduate,Salaried,5417,0,132,360,1.0,Semi-Urban,Y
LP002289,Male,Yes,1,Graduate,Salaried,2559,0,146,360,1.0,Urban,Y
LP002290,Male,No,0,Graduate,Salaried,2067,0,256,360,1.0,Urban,N
LP002291,Male,Yes,0,Graduate,Salaried,11325,1143,70,120,1.0,Urban,Y
LP002292,Male,Yes,0,Graduate,Salaried,3883,9050,96,360,1.0,Rural,Y
LP002293,Male,Yes,1,Graduate,Salaried,7892,0,118,360,1.0,Semi-Urban,Y
LP002294,Male,Yes,2,Graduate,Salaried,8158,0,99,360,1.0,Rural,Y
LP002295,Female,No,0,Not Graduate,Salaried,17499,0,52,360,1.0,Urban,Y
LP002296,Male,Yes,1,Not Graduate,Salaried,1468,0,50,360,1.0,Urban,Y
LP002297,Male,Yes,0,Not Graduate,Self-Employed,12320,2699,50,360,1.0,Rural,Y
LP002298,Male,Yes,0,Not Graduate,Salaried,4996,0,205,360,1.0,Rural,Y
LP002299,Male,Yes,0,Not Graduate,Salaried,3367,0,139,360,1.0,Urban,Y
LP002300,Male,Yes,0,Graduate,Salaried,1557,0,190,360,1.0,Rural,N
LP002301,Male,No,0,Graduate,Salaried,9014,0,105,360,1.0,Urban,Y
LP002302,Female,Yes,0,Graduate,Salaried,1954,61224,134,360,1.0,Urban,N
LP002303,Male,No,0,Not Graduate,Salaried,8248,0,236,360,0.0,Semi-Urban,N
LP002304,Male,No,0,Graduate,Salaried,33786,0,233,360,1.0,Semi-Urban,Y
LP002305,Male,Yes,0,Graduate,Salaried,13094,0,196,360,1.0,Rural,Y
LP002306,Female,Yes,0,Graduate,Salaried,19760,0,152,360,1.0,Semi-Urban,N
LP002307,Male,Yes,0,Graduate,Salaried,2394,0,171,360,1.0,Semi-Urban,Y
LP002308,Female,Yes,0,Graduate,Self-Employed,10537,0,162,360,0.0,Rural,N
LP002309,Male,No,2,Graduate,Self-Employed,1565,0,129,120,1.0,Semi-Urban,Y
LP002310,Female,No,0,Graduate,Salaried,3891,4514,115,360,1.0,Semi-Urban,Y
LP002311,Male,Yes,0,Graduate,Salaried,28036,0,207,360,1.0,Urban,Y
LP002312,Female,Yes,0,Graduate,Salaried,2676,0,62,180,1.0,Urban,Y
LP002313,Male,No,0,Graduate,Salaried,14933,0,229,240,1.0,Rural,Y
LP002314,Female,No,0,Graduate,Salaried,13570,0,123,360,0.0,Urban,Y
LP002315,Male,Yes,0,Graduate,Salaried,14396,0,61,360,1.0,Urban,Y
LP002316,Male,Yes,0,Graduate,Salaried,1384,0,107,360,1.0,Urban,Y
LP002317,Male,Yes,0,Not Graduate,Salaried,8309,2002,87,360,1.0,Urban,Y
LP002318,Male,No,0,Graduate,Salaried,4202,2815,105,360,1.0,Urban,Y
LP002319,Male,Yes,0,Graduate,Self-Employed,14595,8171,104,360,1.0,Rural,Y
LP002320,Male,Yes,0,Graduate,Salaried,939,0,101,360,1.0,Urban,N
LP002321,Male,Yes,1,Graduate,Salaried,7099,0,121,360,1.0,Semi-Urban,Y
LP002322,Male,Yes,1,Not Graduate,Salaried,6163,0,136,360,1.0,Semi-Urban,Y
LP002323,Female,Yes,0,Graduate,Salaried,671,0,185,360,1.0,Urban,N
LP002324,Male,No,2,Graduate,Salaried,2027,0,125,120,1.0,Semi-Urban,N
LP002325,Female,Yes,0,Graduate,Salaried,788,0,159,360,1.0,Urban,N
LP002326,Male,Yes,0,Not Graduate,Salaried,2377,1558,140,360,1.0,Rural,Y
LP002327,Male,Yes,0,Graduate,Salaried,8511,2735,172,120,1.0,Urban,Y
LP002328,Male,Yes,0,Graduate,Salaried,5975,0,142,180,1.0,Semi-Urban,Y
LP002329,Male,Yes,2,Graduate,Salaried,5822,0,101,360,1.0,Rural,Y
LP002330,Male,Yes,0,Not Graduate,Self-Employed,1737,0,84,180,1.0,Semi-Urban,N
LP002331,Male,Yes,1,Graduate,Salaried,15069,0,152,360,1.0,Urban,Y
LP002332,Male,Yes,0,Graduate,Salaried,4823,0,216,360,1.0,Urban,N
LP002333,Male,Yes,0,Graduate,Salaried,5083,0,126,360,1.0,Semi-Urban,Y
LP002334,Female,Yes,0,Graduate,Self-Employed,12586,1096,97,360,0.0,Rural,Y
LP002335,Female,No,1,Graduate,Salaried,1823,0,124,360,1.0,Semi-Urban,N
LP002336,Male,No,0,Graduate,Salaried,6176,0,106,360,1.0,Rural,N
LP002337,Male,Yes,0,Graduate,Self-Employed,7506,0,99,360,1.0,Semi-Urban,Y
LP002338,Male,Yes,0,Not Graduate,Salaried,2848,3579,53,360,1.0,Semi-Urban,Y
LP002339,Male,No,2,Graduate,Salaried,9436,0,125,360,1.0,Semi-Urban,Y
LP002340,Male,Yes,1,Graduate,Salaried,7919,0,154,360,0.0,Semi-Urban,N
LP002341,Male,No,0,Graduate,Salaried,4441,1110,75,360,1.0,Urban,N
LP002342,Male,No,2,Graduate,Salaried,4306,0,87,360,1.0,Urban,Y
LP002343,Female,Yes,0,Not Graduate,Salaried,8296,0,83,360,1.0,Rural,Y
LP002344,Male,Yes,0,Graduate,Salaried,10812,0,56,360,1.0,Semi-Urban,Y
LP002345,Male,No,0,Graduate,Salaried,5233,0,82,360,1.0,Urban,Y
LP002346,Male,Yes,0,Not Graduate,Salaried,15065,0,128,360,1.0,Urban,Y
LP002347,Male,Yes,0,Graduate,Salaried,9495,0,59,360,1.0,Urban,Y
LP002348,Male,Yes,1,Not Graduate,Salaried,821,0,131,240,1.0,Urban,N
LP002349,Female,Yes,0,Graduate,Salaried,1206,0,97,360,1.0,Urban,Y
LP002350,Male,No,0,Not Graduate,Salaried,16030,11392,84,360,1.0,Semi-Urban,Y
LP002351,Female,No,1,Graduate,Self-Employed,3839,1257,162,360,1.0,Rural,Y
LP002352,Male,No,1,Graduate,Salaried,5791,1836,101,360,0.0,Urban,Y
LP002353,Male,Yes,0,Not Graduate,Self-Employed,15356,1333,111,120,1.0,Urban,Y
LP002354,Male,Yes,0,Graduate,Salaried,4883,0,217,360,1.0,Semi-Urban,Y
LP002355,Male,Yes,0,Graduate,Salaried,5101,0,84,360,1.0,Semi-Urban,Y
LP002356,Female,Yes,2,Not Graduate,Salaried,2061,2093,233,360,1.0,Semi-Urban,N
LP002357,Female,Yes,0,Not Graduate,Salaried,7115,1397,119,360,1.0,Semi-Urban,Y
LP002358,Male,No,0,Graduate,Self-Employed,8835,0,71,360,1.0,Semi-Urban,Y
LP002359,Male,No,1,Not Graduate,Self-Employed,2757,0,106,360,1.0,Rural,Y
LP002360,Male,Yes,1,Graduate,Salaried,1954,16225,144,180,1.0,Urban,Y
LP002361,Female,Yes,0,Graduate,Salaried,67933,1421,215,360,1.0,Urban,Y
LP002362,Male,Yes,0,Not Graduate,Salaried,4478,0,187,360,1.0,Semi-Urban,Y
LP002363,Male,Yes,0,Graduate,Salaried,2480,0,143,360,1.0,Rural,Y
LP002364,Male,No,2,Graduate,Salaried,9962,0,215,360,1.0,Semi-Urban,Y
LP002365,Male,Yes,0,Graduate,Salaried,4671,13637,50,360,1.0,Rural,Y
LP002366,Male,No,0,Graduate,Salaried,1659,4472,154,360,1.0,Rural,Y
LP002367,Male,Yes,0,Graduate,Salaried,7966,0,158,360,0.0,Urban,N
LP002368,Female,Yes,0,Not Graduate,Salaried,2094,10627,159,360,1.0,Rural,Y
LP002369,Male,No,0,Not Graduate,Salaried,23776,1041,50,360,1.0,Urban,Y
LP002370,Male,Yes,1,Graduate,Salaried,8058,0,78,360,0.0,Semi-Urban,N
LP002371,Female,Yes,2,Not Graduate,Self-Employed,3726,1571,130,360,1.0,Semi-Urban,Y
LP002372,Male,Yes,0,Graduate,Salaried,5482,0,206,360,1.0,Semi-Urban,Y
LP002373,Female,Yes,0,Graduate,Salaried,12128,1417,254,360,1.0,Semi-Urban,Y
LP002374,Male,No,0,Not Graduate,Salaried,5919,0,100,360,1.0,Urban,Y
LP002375,Male,Yes,0,Graduate,Salaried,41032,0,61,360,1.0,Semi-Urban,Y
LP002376,Female,No,0,Graduate,Salaried,15303,3762,188,360,0.0,Rural,Y
LP002377,Male,Yes,0,Graduate,Self-Employed,8003,5113,296,360,1.0,Semi-Urban,Y
