ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
1/26/2032,31,23466,480,Employed,Bachelor,6,12986,36,Married,1,Mortgage,316,0.104485561,2,1,0.141535084,0,Debt Consolidation,0,23,8,2144,20426,390591,1955.5,0.694557949,1,9191,0.257986,0.28485344,540.5583354,0.438025229,0,52
1/27/2032,32,62472,584,Employed,Associate,10,27263,48,Married,0,Rent,631,0.245287145,4,1,0.320156506,0,Home,0,22,16,2530,64651,18805,5206,0.595614824,4,45846,0.230263,0.253319027,909.0169439,0.295815779,0,54
1/28/2032,33,16805,460,Self-Employed,Bachelor,12,26509,72,Single,3,Mortgage,323,0.238141739,1,0,0.189393545,0,Other,0,23,12,659,88363,32908,1400.416667,0.782955574,2,55455,0.311509,0.356040023,895.6334366,0.870193469,0,53
1/29/2032,46,65865,559,Employed,Master,21,34952,36,Divorced,1,Own,440,0.401453831,2,0,0.512510008,0,Home,1,27,25,5472,52061,11818,5488.75,0.809298062,4,40243,0.240452,0.256668208,1402.041727,0.335603139,0,65
1/30/2032,52,113311,616,Employed,Master,26,42583,24,Married,1,Mortgage,853,0.206232918,2,1,0.0067493,0,Debt Consolidation,0,32,29,2124,45609,27142,9442.583333,0.694525617,2,18467,0.209583,0.207729702,2183.409579,0.321565558,1,36.8
1/31/2032,35,22497,552,Employed,Bachelor,15,17105,12,Married,0,Mortgage,293,0.430600589,1,1,0.109771917,0,Education,0,32,14,1761,10972,11957,1874.75,0.906440496,6,1838,0.206105,0.221771659,1602.390686,1.011009834,0,53
2/1/2032,50,80867,562,Employed,Associate,30,12170,48,Single,0,Rent,306,0.323107167,6,1,0.031334691,0,Home,0,22,4,1738,63850,12056,6738.916667,0.943728467,7,51794,0.22617,0.271404,418.1860502,0.107463274,0,50
2/2/2032,41,52063,548,Self-Employed,Bachelor,18,13959,48,Divorced,0,Mortgage,190,0.808570423,4,1,0.185151218,0,Debt Consolidation,0,24,17,648,31544,113454,4338.583333,0.884819021,4,10353,0.234959,0.256716359,468.0847486,0.151681943,0,56
2/3/2032,38,29214,518,Employed,Associate,14,40533,60,Married,3,Mortgage,562,0.056574904,3,1,0.427751212,0,Education,1,17,16,4104,539360,4249,2434.5,0.698584967,4,535111,0.286533,0.313601611,1345.444861,0.783505796,0,55
2/4/2032,37,28487,596,Unemployed,Bachelor,17,15122,60,Married,2,Own,626,0.112118192,5,1,0.060693485,0,Home,0,21,13,2046,235883,21432,2373.916667,0.918137879,5,214451,0.222122,0.194035896,395.638803,0.430360011,0,50
2/5/2032,48,53078,608,Employed,Bachelor,25,25669,72,Married,1,Mortgage,355,0.280052878,2,0,0.090453344,0,Home,0,24,27,532,52520,5614,4423.166667,0.800993266,5,46906,0.236669,0.247789434,687.9726192,0.235797721,0,47
2/6/2032,43,66290,499,Employed,Associate,22,22902,24,Married,0,Other,628,0.023540263,4,0,0.302434772,0,Auto,0,26,14,2591,216342,36194,5524.166667,0.914874414,5,180148,0.248402,0.263174597,1237.505249,0.337698944,0,49
2/7/2032,67,51825,642,Employed,Associate,43,17672,48,Single,1,Mortgage,199,0.172752813,5,0,0.080658093,0,Debt Consolidation,0,18,8,1001,289041,23207,4318.75,0.748836045,4,265834,0.191672,0.202641889,540.2559828,0.171173599,0,41
2/8/2032,29,32326,625,Employed,Master,8,16273,60,Married,0,Mortgage,514,0.336795272,2,0,0.110935553,0,Home,0,16,20,1329,237886,9782,2693.833333,0.898188156,8,228104,0.208773,0.2505276,478.1375615,0.368299534,0,44
2/9/2032,46,81349,587,Employed,Master,22,17188,36,Single,1,Rent,511,0.195834668,3,1,0.221952416,0,Home,1,25,1,8618,23057,1961,6779.083333,0.875304407,9,21096,0.208688,0.221340536,657.6100962,0.172384678,0,60
2/10/2032,33,92536,544,Employed,High School,11,10272,60,Single,1,Rent,497,0.155353104,2,1,0.442506389,0,Other,0,25,27,3391,66731,54951,7711.333333,0.819243898,4,11780,0.243272,0.25143558,302.3619273,0.103660663,1,43.2
2/11/2032,29,77688,560,Employed,Associate,8,26328,96,Single,1,Mortgage,459,0.244869729,7,1,0.39372217,0,Debt Consolidation,0,29,21,1744,75553,8935,6474,0.682370794,5,66618,0.281328,0.270529619,672.6687247,0.174802089,0,52
2/12/2032,39,127120,499,Employed,Associate,16,10899,60,Single,0,Other,365,0.469181424,3,2,0.572745627,0,Debt Consolidation,0,31,23,2138,74054,27785,10593.33333,0.644688109,6,46269,0.266399,0.27148614,333.7733149,0.065963497,1,45.6
2/13/2032,41,38766,579,Employed,Associate,22,34860,72,Married,1,Rent,777,0.276914634,3,2,0.5085368,0,Education,0,20,5,5916,197601,6068,3230.5,0.644540359,6,191533,0.26036,0.245626205,929.6958541,0.528307028,0,57
2/14/2032,75,35540,702,Self-Employed,Doctorate,54,25602,48,Single,2,Rent,267,0.150812377,2,0,0.161491133,0,Education,0,22,18,4386,30111,9496,2961.666667,0.708806227,5,20615,0.169602,0.155836621,720.1204063,0.333298955,0,44
2/15/2032,37,57657,582,Employed,Bachelor,14,32743,48,Married,1,Rent,307,0.179353093,8,1,0.283202581,0,Debt Consolidation,0,25,15,5100,5629,4857,4804.75,0.940449351,7,4984,0.236743,0.235656001,1059.633862,0.284433917,0,51
2/16/2032,26,31513,613,Self-Employed,Master,7,32806,84,Married,4,Mortgage,650,0.450086982,4,0,0.117147348,1,Other,0,25,18,2511,170941,13951,2626.083333,0.722524292,11,156990,0.251306,0.247879272,825.9304534,0.562027273,0,60
2/17/2032,43,104827,621,Employed,Bachelor,25,28727,72,Single,0,Mortgage,556,0.236362706,2,0,0.265506792,0,Home,0,20,2,936,176579,57318,8735.583333,0.756409583,3,119261,0.233227,0.229061846,737.330598,0.148053146,1,38.4
2/18/2032,18,20286,574,Employed,High School,0,12087,36,Single,4,Mortgage,239,0.210055154,4,2,0.097180746,0,Debt Consolidation,0,22,6,9994,218113,13385,1690.5,0.770996069,6,204728,0.210087,0.223535453,463.8216475,0.415747795,0,50
2/19/2032,38,25423,616,Employed,Bachelor,13,22917,108,Single,0,Other,163,0.083461929,3,0,0.423691772,0,Auto,0,27,8,3265,20901,13431,2118.583333,0.781167999,3,7470,0.259917,0.305332652,624.5121183,0.371716376,0,55
2/20/2032,40,54549,554,Employed,Bachelor,18,11861,48,Married,3,Rent,271,0.085092132,3,1,0.593225419,0,Education,0,26,22,3859,84088,30128,4545.75,0.824893016,6,53960,0.229861,0.249285653,392.8042774,0.146027449,1,44
2/21/2032,49,53558,571,Employed,Bachelor,28,37045,48,Divorced,1,Mortgage,450,0.828066047,4,0,0.493880404,0,Auto,0,24,16,1902,12340,13934,4463.166667,0.483423521,4,5735,0.246545,0.23642264,1200.420337,0.369786849,0,59
2/22/2032,51,71627,619,Employed,High School,27,31771,60,Married,2,Mortgage,226,0.248973352,1,1,0.270298439,0,Debt Consolidation,0,19,25,783,39120,29865,5968.916667,0.905112912,6,9255,0.227271,0.2727252,975.3194572,0.201262561,0,49
2/23/2032,33,32907,555,Self-Employed,High School,11,55951,12,Single,2,Mortgage,116,0.038818102,2,2,0.483134378,0,Education,0,29,15,2694,44809,12594,2742.25,0.598135356,6,32215,0.243451,0.235087353,5277.411008,1.966783119,0,59
2/24/2032,38,17782,535,Employed,Bachelor,15,45996,84,Single,1,Mortgage,320,0.32614172,2,3,0.122957114,0,Auto,0,24,28,7759,24006,13622,1481.833333,0.716130758,4,10384,0.303496,0.299614017,1313.969024,1.102667208,0,52
2/25/2032,30,300000,471,Self-Employed,Associate,7,35784,108,Married,2,Mortgage,381,0.175458854,4,0,0.217020031,0,Other,0,22,1,4644,42274,10571,25000,0.806436326,10,31703,0.345284,0.379811387,1173.130279,0.062165211,1,44.8
2/26/2032,26,51543,584,Employed,Master,4,18711,72,Single,0,Mortgage,416,0.605745672,2,0,0.269600035,0,Home,1,25,15,6811,59264,9708,4295.25,0.935250793,4,49556,0.241711,0.222857066,473.3133597,0.207045774,0,60
2/27/2032,43,300000,595,Employed,Bachelor,20,38312,48,Single,5,Rent,193,0.264224035,2,1,0.060530364,0,Education,1,25,25,1159,93390,13158,25000,0.730946861,3,80232,0.235812,0.2829744,1341.784028,0.061391361,1,41.6
2/28/2032,24,35651,532,Employed,High School,0,20847,48,Divorced,0,Mortgage,329,0.127843552,4,3,0.205075285,0,Auto,1,29,18,1083,48445,37590,2970.916667,0.840997278,1,10855,0.249847,0.230602316,668.8651665,0.335877872,0,58
2/29/2032,35,26907,544,Employed,Bachelor,13,24143,60,Single,3,Other,664,0.261639381,3,1,0.494575178,0,Other,0,30,8,641,44310,17002,2242.25,0.90575896,6,27308,0.257143,0.283245828,756.4467541,0.633491695,0,59
3/1/2032,28,33997,501,Employed,Bachelor,6,38922,12,Married,0,Mortgage,500,0.38917849,4,2,0.276793013,1,Debt Consolidation,0,30,15,1820,36793,66786,2833.083333,0.900835141,0,9611,0.253422,0.283029276,3761.976958,1.504359899,0,65
3/2/2032,46,109413,494,Employed,Associate,24,35272,24,Married,3,Mortgage,94,0.17548213,3,3,0.118504339,0,Home,1,24,28,1286,19363,15604,9117.75,0.903777119,5,3759,0.263272,0.258949795,1898.395958,0.21851838,1,43.2
3/3/2032,61,78689,611,Employed,High School,43,19391,60,Single,5,Mortgage,284,0.053287362,4,1,0.184366458,0,Home,0,29,8,5325,13742,41593,6557.416667,0.630749551,6,8115,0.218891,0.212753528,527.5996921,0.123768205,1,37.6
3/4/2032,24,46583,586,Employed,High School,1,32952,48,Divorced,1,Rent,289,0.041547525,4,1,0.214378863,0,Home,0,23,25,2813,116542,4647,3881.916667,0.601687251,3,111895,0.234952,0.207542461,1016.03094,0.336182111,0,48
3/5/2032,18,38534,574,Unemployed,High School,0,7449,24,Married,3,Mortgage,297,0.306196546,4,1,0.093749624,0,Debt Consolidation,1,25,6,4813,19213,79129,3211.166667,0.753579353,7,5064,0.195449,0.190519532,375.6818406,0.20948207,0,62
3/6/2032,38,58869,650,Self-Employed,Bachelor,14,24034,48,Married,0,Own,421,0.307928346,5,1,0.362455804,0,Auto,0,21,24,44154,45756,55374,4905.75,0.6230144,9,6106,0.194034,0.205562465,738.5050632,0.236356329,0,51
3/7/2032,40,52831,653,Employed,Bachelor,18,9823,36,Widowed,1,Mortgage,629,0.222880295,4,0,0.436876894,0,Other,0,24,24,270,72806,29535,4402.583333,0.724733195,5,43271,0.168323,0.186533852,358.3529555,0.224266727,1,40
3/8/2032,42,92641,629,Employed,High School,19,10875,72,Single,2,Mortgage,222,0.214129131,2,1,0.092255176,0,Home,0,32,16,5027,24005,15709,7720.083333,0.758831444,1,8296,0.211375,0.21433825,269.6038819,0.063678572,1,36.8
3/9/2032,34,75914,543,Employed,Bachelor,10,18127,24,Married,3,Own,352,0.606009862,5,0,0.455863247,0,Home,0,26,10,533,38372,36774,6326.166667,0.920719184,4,1598,0.221627,0.210712711,932.1023848,0.202982699,1,46.4
3/10/2032,37,32409,525,Employed,Master,16,26975,24,Married,1,Own,712,0.316093461,5,1,0.346188173,0,Education,0,23,3,3914,171849,5409,2700.75,0.760326784,4,166440,0.239475,0.259426661,1452.486532,0.801439057,0,54
3/11/2032,44,21676,614,Employed,Bachelor,21,26019,12,Married,0,Mortgage,264,0.275479521,2,2,0.504683919,0,Auto,0,30,5,3636,25283,5035,1806.333333,0.847806083,6,20248,0.184019,0.186460167,2393.428523,1.471172831,0,59
3/12/2032,52,24581,611,Self-Employed,Bachelor,29,23404,48,Married,3,Mortgage,1036,0.314965187,2,0,0.24179156,0,Auto,0,25,22,16322,35232,39358,2048.416667,0.859191806,6,9253,0.212904,0.229099431,748.978338,0.871394169,0,54
3/13/2032,18,33583,591,Employed,High School,0,36456,96,Single,2,Other,1593,0.396098235,5,0,0.531215153,0,Debt Consolidation,0,27,15,2384,15729,13189,2798.583333,0.870914441,5,2540,0.275956,0.324015603,1067.032101,0.950492369,0,59
3/14/2032,35,46564,480,Employed,High School,14,11005,36,Single,0,Rent,808,0.362966612,0,3,0.160519015,0,Debt Consolidation,0,39,4,5044,274480,34165,3880.333333,0.860601304,7,240315,0.256005,0.262804904,445.0442542,0.322921808,0,50
3/15/2032,42,46652,565,Employed,Associate,18,14756,36,Single,0,Rent,543,0.397679136,3,2,0.092474875,0,Auto,0,21,26,2311,50930,11968,3887.666667,0.943971474,5,38962,0.217256,0.231800147,572.5860448,0.286955169,0,51
3/16/2032,28,61330,606,Employed,Bachelor,4,9679,48,Married,1,Rent,657,0.132511487,2,2,0.275779365,0,Auto,0,22,2,822,78599,13192,5110.833333,0.799318017,5,65407,0.201679,0.193354023,291.1190953,0.185511644,0,50
3/17/2032,60,58862,565,Employed,Bachelor,37,65953,36,Married,1,Mortgage,511,0.074225787,0,0,0.36135682,0,Auto,0,23,3,3445,29257,16664,4905.166667,0.726849252,5,12593,0.268453,0.241874503,2594.019994,0.63301009,0,56
3/18/2032,32,162138,641,Employed,Doctorate,12,6286,84,Single,2,Own,244,0.486478574,1,2,0.096694499,0,Other,1,18,15,2004,79269,34073,13511.5,0.947501139,7,45196,0.210786,0.184014391,133.6013181,0.027946662,1,41.6
3/19/2032,39,84057,560,Employed,Bachelor,18,16549,36,Married,1,Rent,182,0.220553277,2,0,0.129156128,0,Home,0,27,19,8416,28746,5765,7004.75,0.637696791,7,22981,0.221549,0.252155587,659.8735181,0.120186091,1,39.2
3/20/2032,46,42759,589,Employed,Associate,24,38531,48,Married,0,Rent,298,0.118875597,5,1,0.482164174,0,Auto,0,17,29,6544,47640,12381,3563.25,0.517128867,7,35259,0.239031,0.280977588,1345.044273,0.461108334,0,56
3/21/2032,32,19053,598,Employed,Bachelor,8,26821,48,Married,1,Own,981,0.202196218,3,0,0.03038641,0,Auto,0,35,6,1890,18089,12645,1587.75,0.820938363,4,5444,0.222821,0.238212549,871.7655838,1.166912665,0,54
3/22/2032,18,30782,421,Employed,High School,0,18185,12,Married,1,Rent,348,0.346808069,6,2,0.120391344,0,Home,0,32,2,4447,140177,36647,2565.166667,0.842968938,7,103530,0.272685,0.229638342,1710.460519,0.802466579,0,51
3/23/2032,34,68885,564,Employed,Master,13,24158,48,Single,4,Rent,302,0.229894781,7,2,0.370968811,0,Education,0,29,22,1982,29365,44150,5740.416667,0.570310213,6,10754,0.237158,0.231767739,776.6410729,0.187902923,1,43.2
3/24/2032,52,34239,634,Self-Employed,Associate,30,12739,120,Married,2,Own,324,0.571510425,5,0,0.338324358,0,Home,0,28,14,7379,37682,7604,2853.25,0.840907777,7,30078,0.250739,0.226149067,268.6650353,0.207715775,0,56
3/25/2032,35,20840,387,Unemployed,High School,13,22584,108,Single,1,Mortgage,283,0.079872312,5,0,0.375978377,0,Auto,0,29,20,1501,8092,24614,1736.666667,0.614491835,5,8501,0.374084,0.30937823,622.0514047,0.521142843,0,58
3/26/2032,29,88849,603,Employed,High School,9,22607,72,Married,1,Mortgage,445,0.237912479,1,2,0.442727089,0,Debt Consolidation,0,19,7,6701,300812,7010,7404.083333,0.991683246,5,293802,0.236107,0.236121137,589.85874,0.139768651,1,37.6
3/27/2032,51,35846,606,Employed,Doctorate,29,21151,24,Single,4,Mortgage,210,0.342694586,4,1,0.27683855,0,Auto,0,23,8,4006,97079,20463,2987.166667,0.971984422,5,76616,0.193151,0.206032493,1082.740526,0.43276478,0,49
3/28/2032,36,63437,544,Employed,Bachelor,14,36923,96,Married,2,Other,663,0.614812587,1,0,0.349720033,0,Home,0,24,24,5737,41017,23836,5286.416667,0.72025084,6,17181,0.299923,0.336498598,1113.673071,0.336082678,0,56
3/29/2032,33,42811,554,Employed,High School,13,32240,96,Married,3,Own,851,0.115083986,3,1,0.2897695,0,Debt Consolidation,0,18,3,5947,150131,56687,3567.583333,0.91990349,4,93444,0.29024,0.278131204,840.3964944,0.474101468,0,53
3/30/2032,41,53610,589,Self-Employed,High School,19,15150,48,Married,0,Rent,742,0.255499613,5,1,0.345669529,0,Education,0,27,13,5701,16751,4549,4467.5,0.783490664,7,12202,0.21565,0.207826127,467.3606765,0.270701886,0,57
3/31/2032,49,29269,557,Employed,Associate,28,18010,60,Single,0,Rent,456,0.116384207,4,0,0.402038546,0,Auto,0,19,21,3048,24345,6345,2439.083333,0.834628403,1,18000,0.24451,0.25155228,530.2575827,0.404355837,0,57
4/1/2032,68,49615,583,Employed,High School,45,26949,12,Divorced,4,Own,715,0.152536228,2,1,0.428224465,1,Other,0,26,24,22790,68162,2502,4134.583333,0.797284724,1,65660,0.200449,0.2405388,2548.98931,0.789436092,0,66
4/2/2032,49,26531,630,Employed,High School,28,45650,60,Married,1,Rent,305,0.276869302,2,1,0.205684085,1,Home,0,20,13,2039,93306,112224,2210.916667,0.740100387,5,3558,0.23565,0.225462192,1275.021329,0.714645356,0,63
4/3/2032,53,55097,588,Self-Employed,Bachelor,30,16623,60,Married,3,Mortgage,620,0.227025614,1,1,0.483841574,0,Debt Consolidation,0,21,17,1186,94401,23792,4591.416667,0.810287812,2,70609,0.227623,0.215764721,455.1152579,0.234157633,0,57
4/4/2032,33,61358,566,Employed,Bachelor,12,18682,24,Single,3,Mortgage,336,0.414739316,1,1,0.230627502,0,Home,0,22,18,1329,203135,11468,5113.166667,0.561049504,6,191667,0.210682,0.2014357,952.1461884,0.251927284,1,39.2
4/5/2032,27,102697,516,Employed,Doctorate,6,14204,60,Single,1,Mortgage,1923,0.408666762,2,0,0.294227421,0,Debt Consolidation,0,28,6,1900,54741,12890,8558.083333,0.738917771,8,41851,0.261204,0.2089632,383.4379718,0.269504033,1,43.2
4/6/2032,40,115171,523,Employed,High School,17,27895,72,Single,0,Own,574,0.163281861,2,0,0.454849266,0,Auto,0,25,26,3723,34408,52923,9597.583333,0.841710923,5,3830,0.281395,0.275539669,795.7116932,0.142714228,1,43.2
4/7/2032,41,43617,547,Unemployed,Master,18,13375,72,Single,1,Other,637,0.366733863,2,2,0.146652562,0,Debt Consolidation,0,30,28,4702,8550,18832,3634.75,0.879712659,2,6046,0.254875,0.267663007,374.9154396,0.278400286,0,54
4/8/2032,27,34953,561,Employed,Associate,5,13261,36,Married,0,Rent,402,0.249497535,5,1,0.579381476,0,Home,0,26,13,1957,159830,92632,2912.75,0.734826229,6,67198,0.217761,0.223776637,509.0381623,0.312775955,0,57
4/9/2032,37,102361,625,Employed,Associate,15,12197,24,Single,0,Mortgage,351,0.125597434,3,1,0.515965107,0,Home,0,23,14,1159,75058,28637,8530.083333,0.528943294,5,46421,0.174697,0.192928714,616.5708365,0.113430408,1,42.4
4/10/2032,44,68767,622,Employed,High School,24,26383,24,Married,4,Rent,307,0.3952899,6,3,0.123369883,0,Other,0,24,29,2144,32711,24640,5730.583333,0.596964534,5,8071,0.190383,0.170589378,1305.182528,0.281329567,1,37.6
4/11/2032,44,129487,600,Employed,Doctorate,19,26953,24,Married,1,Mortgage,330,0.160080426,0,0,0.424588133,0,Debt Consolidation,0,21,17,8437,53199,109912,10790.58333,0.859211182,4,4603,0.201953,0.230407406,1412.162943,0.161452156,1,40
4/12/2032,46,223250,660,Employed,Doctorate,22,67594,108,Married,2,Other,688,0.1560828,3,1,0.245839446,0,Auto,1,24,2,3725,256099,109183,18604.16667,0.99403355,7,146916,0.282594,0.290789355,1771.405105,0.132196467,0,49
4/13/2032,43,33601,633,Employed,Master,19,21981,48,Married,2,Own,430,0.295114706,1,3,0.304698818,0,Home,0,33,17,1666,49606,47704,2800.083333,0.861246152,4,1902,0.200481,0.164463458,627.9839439,0.377840163,0,52
4/14/2032,33,77685,430,Employed,High School,14,19286,36,Divorced,0,Other,529,0.466976795,6,0,0.403454963,0,Debt Consolidation,0,29,8,1440,297234,8190,6473.75,0.809895986,5,289044,0.289286,0.263661699,780.8117069,0.202326581,1,41.6
4/15/2032,33,46325,619,Unemployed,Master,12,19174,60,Married,2,Mortgage,396,0.32078327,2,1,0.252306419,0,Debt Consolidation,0,24,18,2918,84954,80386,3860.416667,0.76988629,1,4568,0.214674,0.245193099,557.3916709,0.246966002,0,53
4/16/2032,25,115519,552,Employed,Bachelor,3,43843,24,Married,2,Mortgage,327,0.119153985,4,1,0.401328887,0,Home,0,29,26,1892,33292,23347,9626.583333,0.853588761,4,9945,0.242843,0.231057646,2298.505665,0.272734944,1,43.2
4/17/2032,61,26234,614,Employed,High School,42,24077,12,Married,0,Mortgage,1132,0.385115034,3,1,0.094606994,0,Debt Consolidation,0,18,23,4073,11428,22631,2186.166667,0.64376969,6,5205,0.182077,0.158161511,2182.43269,1.516093325,0,49
4/18/2032,40,66188,610,Employed,High School,16,16772,48,Single,0,Mortgage,226,0.310814956,1,1,0.207161401,0,Debt Consolidation,0,21,17,6749,112204,8921,5515.666667,0.693360753,4,103283,0.206772,0.191736779,503.0231933,0.132173178,1,36
4/19/2032,37,34413,564,Unemployed,Bachelor,12,40294,84,Married,3,Own,390,0.452679107,0,2,0.077944872,0,Home,0,32,13,11818,71971,17050,2867.75,0.87347898,6,54921,0.283294,0.278206532,1093.678155,0.517366631,0,53
4/20/2032,28,67691,501,Self-Employed,Master,1,8035,48,Single,2,Rent,558,0.122614587,6,2,0.0772969,0,Home,0,29,24,4393,10203,171036,5640.916667,0.760716816,4,3118,0.252535,0.272623401,276.6559112,0.147964588,1,41.6
4/21/2032,75,167544,642,Employed,Master,55,27508,48,Married,4,Mortgage,548,0.139769655,2,0,0.162735808,0,Home,0,28,6,967,209597,16884,13962,0.788936152,4,192713,0.201508,0.205577741,845.2749527,0.099790499,1,33.6
4/22/2032,27,30165,515,Employed,Bachelor,4,13988,36,Married,1,Mortgage,164,0.129710974,2,0,0.209973828,0,Other,0,29,29,1378,113225,1176,2513.75,0.755749584,5,112049,0.241488,0.257656751,561.8406157,0.288748132,0,48
4/23/2032,34,21151,546,Employed,Bachelor,9,27513,84,Married,0,Own,380,0.45569691,3,0,0.111299023,0,Auto,0,24,23,869,42529,16255,1762.583333,0.860277394,7,26274,0.279513,0.318846631,821.8449485,0.681865604,0,53
4/24/2032,44,43806,586,Unemployed,Bachelor,22,16080,48,Single,1,Mortgage,267,0.118912788,3,1,0.364608922,0,Home,0,14,23,1618,29035,16556,3650.5,0.905678963,6,12479,0.21808,0.219932282,506.5586171,0.21190484,0,57
4/25/2032,47,47911,613,Unemployed,Bachelor,26,13397,120,Single,1,Other,317,0.305659821,3,1,0.341483475,0,Other,0,17,14,979,47670,5229,3992.583333,0.792690235,8,42441,0.261897,0.256033781,310.4895688,0.1571638,0,55
4/26/2032,51,23100,591,Employed,High School,32,31194,36,Single,2,Own,2085,0.331306237,5,1,0.678817488,0,Education,0,20,16,780,36652,2753,1925,0.911387237,7,33899,0.220694,0.25089713,1241.748585,1.728181083,0,60
4/27/2032,61,18405,643,Employed,Bachelor,36,8419,120,Single,0,Mortgage,224,0.328256912,4,0,0.237781005,0,Home,0,26,5,1705,154691,10851,1533.75,0.912114815,4,143840,0.241919,0.25134817,192.327111,0.271443919,0,49
4/28/2032,46,98056,534,Employed,Associate,24,20695,48,Married,3,Mortgage,442,0.70195418,7,1,0.284914452,0,Education,0,25,21,424,38122,33008,8171.333333,0.701565098,6,5114,0.248695,0.21031253,641.1829888,0.132558904,1,42.4
4/29/2032,27,102757,597,Employed,Associate,6,14552,120,Married,3,Mortgage,459,0.21706203,3,1,0.13973189,0,Other,0,20,22,2819,96096,108440,8563.083333,0.485394523,7,5674,0.271052,0.282361331,364.7961166,0.096203211,0,49
4/30/2032,36,27528,564,Employed,High School,13,15342,60,Married,0,Own,761,0.230805162,6,0,0.187378812,0,Home,0,22,21,11583,88838,16661,2294,0.690202634,7,72177,0.238342,0.242590571,443.6680727,0.525138654,0,50
5/1/2032,43,47685,632,Employed,Bachelor,20,14286,48,Married,1,Rent,506,0.462045596,3,0,0.315143085,0,Home,0,14,20,4595,9756,4694,3973.75,0.665457549,5,5062,0.193286,0.19353941,429.8258712,0.235501949,0,53
5/2/2032,64,71869,590,Employed,High School,41,22862,36,Married,1,Rent,279,0.456508412,3,1,0.383365203,1,Home,0,16,12,14401,215860,6729,5989.083333,0.599621912,9,209131,0.212862,0.210672028,862.1164321,0.190532736,0,63
5/3/2032,23,72631,573,Employed,Master,1,16047,36,Divorced,0,Mortgage,934,0.545446229,4,1,0.044683842,0,Debt Consolidation,0,18,4,1797,149131,177321,6052.583333,0.868153703,3,9568,0.214547,0.17886198,579.2218005,0.250012551,1,43.2
5/4/2032,54,181787,670,Employed,Bachelor,28,9142,48,Married,1,Rent,266,0.408525989,1,1,0.135424711,0,Debt Consolidation,0,28,12,2004,183204,12417,15148.91667,0.80842946,5,170787,0.169142,0.2029704,279.6432483,0.036018632,1,31.2
5/5/2032,42,90250,583,Employed,Doctorate,20,21955,12,Married,0,Other,342,0.435762271,5,0,0.348869195,0,Education,0,19,15,11564,15357,6617,7520.833333,0.788400743,3,8740,0.195455,0.19118406,2024.53856,0.314664407,1,43.2
5/6/2032,50,27316,475,Employed,High School,24,13926,36,Married,1,Own,256,0.242143409,3,3,0.145808637,0,Debt Consolidation,0,22,9,2452,195008,769,2276.333333,0.852814925,3,194239,0.261426,0.301541859,592.3573308,0.372685897,0,49
5/7/2032,38,86485,558,Employed,Bachelor,14,32437,84,Widowed,0,Mortgage,605,0.393248966,6,3,0.304510169,1,Auto,0,17,27,6487,242180,4330,7207.083333,0.849898828,3,237850,0.278437,0.241178746,802.8283319,0.195339538,0,61
5/8/2032,29,38762,635,Self-Employed,Doctorate,6,27377,48,Married,2,Mortgage,280,0.147281509,3,0,0.380123584,0,Home,0,20,23,6921,179507,25819,3230.166667,0.875519634,5,153688,0.204877,0.216606182,857.5056248,0.352150753,0,50
5/9/2032,49,46206,607,Employed,High School,27,34367,36,Married,0,Rent,707,0.171281455,3,1,0.092981128,0,Home,0,20,29,3074,26359,7469,3850.5,0.869840127,3,18890,0.215867,0.240076925,1348.454257,0.533814896,0,47
5/10/2032,47,81349,609,Employed,High School,23,22364,108,Married,0,Own,392,0.434325267,4,0,0.470654304,0,Auto,0,25,7,1024,66372,34563,6779.083333,0.874318765,1,31809,0.262864,0.27816737,566.0554788,0.141325225,0,54
5/11/2032,51,32645,484,Unemployed,Bachelor,28,38820,48,Divorced,0,Rent,946,0.665594195,5,1,0.326909536,0,Auto,0,18,6,1377,12129,3624,2720.416667,0.804518569,5,8505,0.29182,0.302028641,1402.336713,0.863226851,0,62
5/12/2032,39,39481,496,Employed,Associate,18,48882,72,Single,1,Mortgage,513,0.327585046,5,2,0.338522184,0,Debt Consolidation,0,23,23,3264,64439,42721,3290.083333,0.713460819,3,21718,0.315882,0.313237957,1512.541386,0.615650481,0,55
5/13/2032,32,19000,609,Employed,High School,11,30351,72,Widowed,5,Mortgage,332,0.296465828,3,2,0.113041413,0,Other,0,25,27,835,12446,9664,1583.333333,0.880072997,5,2782,0.240851,0.1926808,714.1731555,0.66074094,0,49
5/14/2032,21,46145,497,Self-Employed,Doctorate,0,34935,60,Single,5,Rent,154,0.564006059,4,0,0.107897595,0,Education,0,16,11,65856,67029,24680,2213.416667,0.798339536,2,42349,0.291435,0.299416585,1129.014292,0.579653308,0,55
